INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=9328;StartDate=2017.01.13,20:20;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2020_faLog.txt
INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=9328;StartDate=2017.01.13,20:20;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2020_faLog.txt
KILL;AttackerName=2IG|15 Ephiriel;AttackerTeam=1;AttackerPos=-7.276,65.576,-48.829;VictimName=H|USMC florianmehne;VictimTeam=2;VictimPos=-30.329,94.333,-30.031;VictimKit=UP_Scout;VictimVehicle=dauntlesssbdtorch;AttackerKit=JP_Engineer_type93;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_cannon;Time=323
EXIT PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=dauntlesssbdtorch;VehicleTime=29.5;Time=323
EXIT PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;VehicleName=type99_emp_bipod;VehicleTime=22.2;Time=324
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=1.0;Time=324
SCORE ScoreDiff=1;PlayerName=H|USMC florianmehne;PlayerTeam=2;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=-30.329,94.333,-30.031;Time=324;Scoretype=kills
KILL;AttackerName=H|USMC florianmehne;AttackerTeam=2;AttackerPos=-30.329,94.333,-30.031;VictimName=[2IG] Otto1;VictimTeam=1;VictimPos=-33.085,66.875,-47.362;VictimKit=JP_Engineer_type93;VictimVehicle=75mmdp;AttackerKit=Unknown;AttackerVehicle=MultiPlayerFreeCamera;AttackerWeapon=DauntlessSBDtorch_USA_500lb_DB;Time=324
EXIT PlayerName=[2IG] Otto1;PlayerTeam=1;VehicleName=75mmdp;VehicleTime=60.7;Time=324
SCORE ScoreDiff=1;PlayerName=T|USMC atElmo;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-105.018,71.235,184.666;Time=325;Scoretype=kills
SCORE ScoreDiff=3;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_NCO_rifle;PlayerVehicle=up_2Marine_sgt;PlayerPos=-149.809,67.308,-161.701;Time=325;Scoretype=targetAssists
KILL;AttackerName=T|USMC atElmo;AttackerTeam=2;AttackerPos=-105.018,71.235,184.666;VictimName=2IG|15 The_Spine;VictimTeam=1;VictimPos=-53.494,68.222,-102.592;VictimKit=JP_Engineer_type93;VictimVehicle=8inch_defgun;AttackerKit=UP_RifleAssault;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_1_GunBarrel;Time=325
EXIT PlayerName=2IG|15 The_Spine;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=180.3;Time=325
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lvt-4;Time=325
EXIT PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=22.5;Time=327
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=3.5;Time=329
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lvt-4;Time=329
EXIT PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;VehicleName=type99_emp_bipod;VehicleTime=32.6;Time=330
ENTER PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=lvt-4;Time=330
ENTER PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;VehicleName=8inch_defgun;Time=330
EXIT PlayerName=2IG|18 GGarrido;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=93.6;Time=330
EXIT PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=1.6;Time=331
SCORE ScoreDiff=-4;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_NCO_rifle;PlayerVehicle=lvt-4;PlayerPos=-148.278,65.313,-161.871;Time=332;Scoretype=TKs
KILL;AttackerName=1|USMC Hawk2k9;AttackerTeam=2;AttackerPos=-148.278,65.313,-161.871;VictimName=5|USMC pr0z4c;VictimTeam=2;VictimPos=-148.030,67.316,-161.746;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=UP_NCO_rifle;AttackerVehicle=lvt-4;Time=332
EXIT PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=3.6;Time=333
EXIT PlayerName=5|USMC GENERAL_HUN;PlayerTeam=2;VehicleName=hellcat;VehicleTime=126.0;Time=334
ENTER PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lvt-4;Time=334
ENTER PlayerName=2IG|15 Xant;PlayerTeam=1;VehicleName=8inch_defgun;Time=336
ENTER PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;VehicleName=type99_emp_bipod;Time=339
EXIT PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=6.9;Time=341
ENTER PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lvt-4;Time=341
ENTER PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=lvt-4;Time=344
EXIT PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=1.3;Time=345
EXIT PlayerName=5|USMC RedYuri;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=7.2;Time=348
EXIT PlayerName=5|USMC Tutvys;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=65.0;Time=349
ENTER PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=f4u1a_corsair;Time=350
ENTER PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=lvt-4;Time=350
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=21.6;Time=350
EXIT PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=1.0;Time=351
ENTER PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=lvt-4;Time=351
EXIT PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=0.5;Time=352
EXIT PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=39.5;Time=353
SCORE ScoreDiff=1;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-50.171,71.276,-100.522;Time=355;Scoretype=Unknown
SCORE ScoreDiff=1;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-50.171,71.276,-100.522;Time=355;Scoretype=kills
KILL;AttackerName=2IG|15 papa@FH2;AttackerTeam=1;AttackerPos=-50.171,71.276,-100.522;VictimName= 5[1USMC]truth_HUN;VictimTeam=2;VictimPos=-133.257,65.314,-161.204;VictimKit=UP_Scout;VictimVehicle=lvt-4;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=355
EXIT PlayerName= 5[1USMC]truth_HUN;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=48.5;Time=355
SCORE ScoreDiff=2;PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-24.946,70.198,-26.697;Time=362;Scoretype=Unknown
SCORE ScoreDiff=1;PlayerName=T|USMC atElmo;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-105.018,71.235,184.666;Time=364;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=7|USMC Spindrifter49;PlayerTeam=2;PlayerKit=UP_NCO_rifle;PlayerVehicle=up_2Marine_sgt;PlayerPos=-56.076,65.255,30.568;Time=364;Scoretype=targetAssists
KILL;AttackerName=T|USMC atElmo;AttackerTeam=2;AttackerPos=-105.018,71.235,184.666;VictimName=2IG|15 Xant;VictimTeam=1;VictimPos=-25.827,68.474,-26.095;VictimKit=JP_Engineer_type93;VictimVehicle=8inch_defgun;AttackerKit=UP_RifleAssault;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_1_GunBarrel;Time=364
EXIT PlayerName=2IG|15 Xant;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=27.2;Time=364
EXIT PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;VehicleName=type99_emp_bipod;VehicleTime=30.0;Time=369
ENTER PlayerName=2IGI18 Taran121;PlayerTeam=1;VehicleName=75mmdp;Time=371
SCORE ScoreDiff=1;PlayerName=H|USMC florianmehne;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=f4u1a_corsair;PlayerPos=-173.759,108.674,69.885;Time=374;Scoretype=kills
KILL;VictimName=2IG|15 GABBOTTO;VictimTeam=1;VictimPos=-40.658,67.226,-69.808;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;Time=374
ENTER PlayerName=2IG|18 GGarrido;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=375
ENTER PlayerName=5|USMC GENERAL_HUN;PlayerTeam=2;VehicleName=hellcat;Time=378
EXIT PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=136.7;Time=383
ENTER PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lvt-4;Time=383
SCORE ScoreDiff=1;PlayerName=H|USMC florianmehne;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=f4u1a_corsair;PlayerPos=-64.677,75.559,-94.213;Time=387;Scoretype=kills
KILL;AttackerName=H|USMC florianmehne;AttackerTeam=2;AttackerPos=-64.677,75.559,-94.213;VictimName=2IG|15 papa@FH2;VictimTeam=1;VictimPos=-50.171,71.276,-100.522;VictimKit=JP_Engineer_type93;VictimVehicle=8inch_defgun;AttackerKit=UP_Scout;AttackerVehicle=f4u1a_corsair;AttackerWeapon=f4u1a_corsair_RocketLauncher;Time=387
EXIT PlayerName=2IG|15 papa@FH2;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=87.6;Time=387
ENTER PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=394
EXIT PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=11.3;Time=394
ENTER PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lvt-4;Time=394
EXIT PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=11.5;Time=405
ENTER PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lvt-4;Time=405
EXIT PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=17.4;Time=411
EXIT PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=259.2;Time=412
ENTER PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;Time=412
ENTER PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=413
EXIT PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=2.9;Time=415
ENTER PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;Time=415
SCORE ScoreDiff=3;PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;PlayerKit=jp_Scout;PlayerVehicle=fh1_25mmaa;PlayerPos=23.260,66.935,-64.751;Time=418;Scoretype=kills
KILL;AttackerName=2IG|18 R4yderPSG;AttackerTeam=1;AttackerPos=23.260,66.935,-64.751;VictimName=H|USMC florianmehne;VictimTeam=2;VictimPos=-28.140,98.756,5.605;VictimKit=UP_Scout;VictimVehicle=f4u1a_corsair;AttackerKit=jp_Scout;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel2;Time=418
EXIT PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=f4u1a_corsair;VehicleTime=67.6;Time=418
EXIT PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=6.8;Time=419
ENTER PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=420
ENTER PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;VehicleName=type99_emp_bipod;Time=422
ENTER PlayerName=2IG|15 The_Spine;PlayerTeam=1;VehicleName=8inch_defgun;Time=423
EXIT PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=7.7;Time=428
EXIT PlayerName=2IG|15 The_Spine;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=8.6;Time=432
ENTER PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=434
EXIT PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=28.7;Time=434
ENTER PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lvt-4;Time=434
ENTER PlayerName=[2IG] Otto1;PlayerTeam=1;VehicleName=75mmdp;Time=439
SCORE ScoreDiff=-1;PlayerName=2IG|24 Vlasov;PlayerTeam=1;PlayerKit=jp_Scout;PlayerVehicle=jp_rilfe_khaki;PlayerPos=93.072,68.583,-6.531;Time=444;Scoretype=suicides
KILL;AttackerName=2IG|24 Vlasov;AttackerTeam=1;AttackerPos=93.072,68.583,-6.531;VictimName=2IG|24 Vlasov;VictimTeam=1;VictimPos=93.072,68.583,-6.531;VictimKit=jp_Scout;VictimVehicle=jp_rilfe_khaki;AttackerKit=jp_Scout;AttackerVehicle=jp_rilfe_khaki;Time=444
EXIT PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=10.3;Time=444
ENTER PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lvt-4;Time=444
EXIT PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;VehicleName=type99_emp_bipod;VehicleTime=22.9;Time=445
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-53.204,70.485,-102.811;Time=451;Scoretype=kills
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-53.204,70.485,-102.811;VictimName=5|USMC pr0z4c;VictimTeam=2;VictimPos=-81.124,64.799,-121.565;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=JP_Engineer_type93;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=451
SCORE ScoreDiff=1;PlayerName=5|USMC GENERAL_HUN;PlayerTeam=2;PlayerKit=UP_Engineer;PlayerVehicle=hellcat;PlayerPos=-101.138,179.364,-132.143;Time=453;Scoretype=kills
KILL;AttackerName=5|USMC GENERAL_HUN;AttackerTeam=2;AttackerPos=-101.138,179.364,-132.143;VictimName=2IG|15 BamBam_55;VictimTeam=1;VictimPos=-85.957,191.971,-113.668;VictimKit=jp_RifleAssault;VictimVehicle=a6m_zero;AttackerKit=UP_Engineer;AttackerVehicle=hellcat;AttackerWeapon=hellcat_50cals;Time=453
EXIT PlayerName=2IG|15 BamBam_55;PlayerTeam=1;VehicleName=a6m_zero;VehicleTime=151.7;Time=453
EXIT PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=10.4;Time=455
ENTER PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lvt-4;Time=455
SCORE ScoreDiff=1;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-59.682,67.577,-102.385;Time=457;Scoretype=kills
KILL;AttackerName=2IG|15 papa@FH2;AttackerTeam=1;AttackerPos=-59.682,67.577,-102.385;VictimName=1|USMC Hawk2k9;VictimTeam=2;VictimPos=-81.513,64.800,-118.456;VictimKit=UP_NCO_rifle;VictimVehicle=up_2Marine_sgt;AttackerKit=JP_Engineer_type93;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=457
EXIT PlayerName=2IG[24 slav_on_13;PlayerTeam=1;VehicleName=75mmdp;VehicleTime=328.5;Time=458
ENTER PlayerName=2IGI18 luacha2000;PlayerTeam=1;VehicleName=type99_emp_bipod;Time=458
SCORE ScoreDiff=1;PlayerName=1IUSMC Haraldt;PlayerTeam=2;PlayerKit=UW_Engineer_M1903a1_Satchel_nowrench;PlayerVehicle=up_cpl;PlayerPos=-103.119,65.250,-137.310;Time=458;Scoretype=kills
KILL;AttackerName=1IUSMC Haraldt;AttackerTeam=2;AttackerPos=-103.119,65.250,-137.310;VictimName=2IG|15 papa@FH2;VictimTeam=1;VictimPos=-59.713,67.575,-102.343;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UW_Engineer_M1903a1_Satchel_nowrench;AttackerVehicle=up_cpl;AttackerWeapon=m1903a1;Time=458
EXIT PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=4.9;Time=460
ENTER PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lvt-4;Time=460
ENTER PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=dauntlesssbdtorch;Time=466
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-53.326,70.485,-102.885;Time=466;Scoretype=kills
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-53.326,70.485,-102.885;VictimName=1[1MD] HochuDeutschmeis;VictimTeam=2;VictimPos=-85.461,64.800,-121.588;VictimKit=UP_RifleAssault;VictimVehicle=up_pvt;AttackerKit=JP_Engineer_type93;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=466
EXIT PlayerName=2IGI18 luacha2000;PlayerTeam=1;VehicleName=type99_emp_bipod;VehicleTime=11.5;Time=470
ENTER PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=lcvp;Time=470
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lvt-4;Time=470
SCORE ScoreDiff=1;PlayerName=[2IG] Otto1;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=75mmdp;PlayerPos=-33.085,66.875,-47.362;Time=471;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=2IG|15 Xant;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-22.674,72.408,-33.271;Time=471;Scoretype=damageAssists
KILL;AttackerName=[2IG] Otto1;AttackerTeam=1;AttackerPos=-33.085,66.875,-47.362;VictimName=7|USMC Spieler4;VictimTeam=2;VictimPos=-33.566,65.168,-20.268;VictimKit=UP_RifleAssault;VictimVehicle=up_pvt;AttackerKit=JP_Engineer_type93;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_barrel_he;Time=471
ENTER PlayerName=2IG[24 slav_on_13;PlayerTeam=1;VehicleName=type95_hago;Time=479
ENTER PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;VehicleName=8inch_defgun;Time=479
ENTER PlayerName=2IG|15 papa@FH2;PlayerTeam=1;VehicleName=type99_emp_bipod;Time=480
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-53.705,70.485,-102.331;Time=481;Scoretype=kills
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-53.705,70.485,-102.331;VictimName= 5[1USMC]truth_HUN;VictimTeam=2;VictimPos=-84.202,64.800,-118.683;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=JP_Engineer_type93;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=481
SCORE ScoreDiff=1;PlayerName=[2IG] Otto1;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=75mmdp;PlayerPos=-33.085,66.875,-47.362;Time=481;Scoretype=kills
KILL;AttackerName=[2IG] Otto1;AttackerTeam=1;AttackerPos=-33.085,66.875,-47.362;VictimName=7|USMC Spindrifter49;VictimTeam=2;VictimPos=-34.311,65.594,-17.285;VictimKit=UP_NCO_rifle;VictimVehicle=up_2Marine_sgt;AttackerKit=JP_Engineer_type93;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_barrel_he;Time=481
ENTER PlayerName=2IGI18 luacha2000;PlayerTeam=1;VehicleName=type92_nambu_tripod;Time=482
SCORE ScoreDiff=1;PlayerName=7USMC -Kwiot-;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=up_pvt;PlayerPos=-27.012,69.701,-24.444;Time=485;Scoretype=kills
KILL;AttackerName=7USMC -Kwiot-;AttackerTeam=2;AttackerPos=-27.012,69.701,-24.444;VictimName= 2IG|HQSir_Kows;VictimTeam=1;VictimPos=-30.979,66.176,-25.322;VictimKit=JP_Antitank_turtlemine;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_RifleAssault;AttackerVehicle=up_pvt;AttackerWeapon=m1garand;Time=485
EXIT PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=70.9;Time=486
ENTER PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;Time=486
EXIT PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=1.3;Time=487
ENTER PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;Time=487
SCORE ScoreDiff=1;PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-25.827,68.474,-26.095;Time=488;Scoretype=kills
KILL;AttackerName=2IG|15 [F|H]RAnDOOm;AttackerTeam=1;AttackerPos=-25.827,68.474,-26.095;VictimName=7USMC michaelau999;VictimTeam=2;VictimPos=-57.940,65.273,41.940;VictimKit=UP_Scout;VictimVehicle=lvt-4;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=488
EXIT PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=28.1;Time=488
ENTER PlayerName=2IG|15 BamBam_55;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=488
EXIT PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=2.0;Time=489
ENTER PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;Time=489
EXIT PlayerName=2IG|18 GGarrido;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=114.4;Time=490
EXIT PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=1.5;Time=491
ENTER PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;Time=491
EXIT PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=1.7;Time=493
ENTER PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;Time=493
SCORE ScoreDiff=1;PlayerName=7USMC -Kwiot-;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=up_pvt;PlayerPos=-27.366,70.279,-26.655;Time=493;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=7USMC michaelau999;PlayerTeam=2;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=-57.940,65.273,41.940;Time=493;Scoretype=damageAssists
KILL;AttackerName=7USMC -Kwiot-;AttackerTeam=2;AttackerPos=-27.366,70.279,-26.655;VictimName=2IG|15 Xant;VictimTeam=1;VictimPos=-23.850,70.598,-28.830;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_RifleAssault;AttackerVehicle=up_pvt;AttackerWeapon=m1garand;Time=493
EXIT PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=15.1;Time=494
EXIT PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=1.8;Time=494
ENTER PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type95_hago;Time=494
SCORE ScoreDiff=1;PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;PlayerKit=JP_PickUpSniper;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-28.814,69.881,-29.110;Time=495;Scoretype=kills
KILL;AttackerName=2IG|15 GABBOTTO;AttackerTeam=1;AttackerPos=-28.814,69.881,-29.110;VictimName= [F|H]Quicksilver;VictimTeam=2;VictimPos=-41.550,64.800,-1.536;VictimKit=UP_RifleAssault;VictimVehicle=up_pvt;AttackerKit=JP_PickUpSniper;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka_scope;Time=495
SCORE ScoreDiff=1;PlayerName=7USMC -Kwiot-;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=up_pvt;PlayerPos=-27.276,69.787,-27.172;Time=495;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=7USMC michaelau999;PlayerTeam=2;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=-57.940,65.273,41.940;Time=495;Scoretype=damageAssists
KILL;AttackerName=7USMC -Kwiot-;AttackerTeam=2;AttackerPos=-27.276,69.787,-27.172;VictimName=2IG|24 Vlasov;VictimTeam=1;VictimPos=-24.279,70.376,-27.298;VictimKit=jp_Scout;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_RifleAssault;AttackerVehicle=up_pvt;AttackerWeapon=m1garand;Time=495
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-54.305,69.926,-102.409;Time=496;Scoretype=kills
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-54.305,69.926,-102.409;VictimName=5|USMC Tutvys;VictimTeam=2;VictimPos=-89.685,64.775,-104.780;VictimKit=UP_LMG_Limited;VictimVehicle=up_pvt;AttackerKit=JP_Engineer_type93;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=496
SCORE ScoreDiff=3;PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;PlayerKit=jp_Scout;PlayerVehicle=fh1_25mmaa;PlayerPos=23.260,66.935,-64.751;Time=499;Scoretype=kills
KILL;AttackerName=2IG|18 R4yderPSG;AttackerTeam=1;AttackerPos=23.260,66.935,-64.751;VictimName=H|USMC florianmehne;VictimTeam=2;VictimPos=22.014,108.040,-61.793;VictimKit=UP_Scout;VictimVehicle=dauntlesssbdtorch;AttackerKit=jp_Scout;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel2;Time=499
EXIT PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=dauntlesssbdtorch;VehicleTime=33.1;Time=499
